Name,Level,OverallScore,Club,Decisions,Composure,First Touch,Tempo,Leadership,Communication,Drive,Discipline,Guile,Vision,Movement,Balance,Carries,Flair,Skills,Takeons,Close,Long Shots,Penalty,Set Piece,Pass Accuracy,Cross,Pass Range,Through,Intensity,Pressing,Recovery,Stamina,Bravery,Blocking,Marking,Tackling,Anticipation,Awareness,Concentration,Positioning,Aerial Duels,Coordination,Heading,Jumping,Acceleration,Agility,Pace,Reactions,Aggression,Duels,Hold Up,Throwing,TechnicalScore,MentalScore,PhysicalScore,TacticalScore
Stefan Ortega,86,60.0,Manchester City,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Mason Holgate,83,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ben Osborn,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Rhys Norrington-Davies,83,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Toti Gomes,87,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Oliver Skipp,85,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Divin Mubama,84,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Jayden Bogle,85,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Maxwell Cornet,85,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Wes Foderingham,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Jordan Amissah,80,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Gio Reyna,86,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Giovani Lo Celso,86,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Will Osula,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
 Cheikhou Kouyaté,86,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Enso Gonzalez,83,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Yasser Larouci,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Nathan Fraser,81,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Paul Dummett,83,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ryan Sessegnon,85,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Anthony Martial,86,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
George Baldock,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Lewis Miley,85,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Elliot Anderson,85,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ollie Arblaster,83,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Nuno Tavares,86,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Matt Turner,85,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Sam Curtis,80,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Willy Kambwala,85,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Andrew Omobamidele,85,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Tawanda Chirewa,83,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Anis Ben Slimane,82,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Tommy Doyle,84,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Joao Gomes,86,68.8,Wolverhampton Wanderers,Good,Good,Average,Good,Average,Good,Good,Good,Average,Good,Good,Average,Average,Good,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Excellent,Excellent,Good,Excellent,Average,Good,Good,Good,Average,Average,Average,Average,Average,Average,Average,Excellent,Average,Average,Average,Average,60,75,63,77
Lewis Orford,82,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Victor Lindelof,86,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Mark Gillespie,80,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ryan Yates,85,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Fletcher Holman,84,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Auston Trusty,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Will Lankshear,83,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Anel Ahmedhodzic,85,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Amad Diallo,84,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Manor Solomon,86,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ateef Konate,82,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Joe Willock,85,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Loris Karius,85,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Michail Antonio,87,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Konstantinos Mavropanos,86,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Brandon Austin,82,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Matz Sels,86,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Hwang Hee-chan,87,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Harry Toffolo,85,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ivo Grbic,81,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Joseph Anang,80,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Andre Brooks,83,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Kaelan Casey,80,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ben Davies,86,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Rodrigo Ribeiro,82,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Divock Origi,87,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Vinicius Souza,85,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Shola Shoretire,83,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Gustavo Hamer,85,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Tyrell Malacia,85,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Rayan Ait-Nouri,85,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Tom Huddlestone,83,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Neco Williams,85,60.0,Nottingham Forest,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Jack Robinson,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Dan Bentley,85,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Brennan Johnson,87,60.0,Tottenham Hotspur,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Sean Longstaff,85,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Chris Basham,84,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Omari Forson,84,60.0,Manchester United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Matt Targett,84,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ben Johnson,84,60.0,West Ham United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Jacob Murphy,86,60.0,Newcastle United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Jean-Ricner Bellegarde,85,60.0,Wolverhampton Wanderers,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
Ben Brereton Diaz,86,60.0,Sheffield United,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,60,60,60,60
